actor_account,login_count,playtime,level,playtime_per_day,abyss_level,sit,teleport,reborn,social_deal,sit_per_day,portal_use_per_day,teleport_per_day,party_time,sit_per_playtime,pk_per_playtime,npk_per_playtime,partytime_per_playtime,teleport_per_playtime,social_deal_per_playtime,playtime_per_login,reborn_per_login,sit_per_leveling,playtime_per_quest,class
1060756,12.0,855751.0,50.0,85575.1,0.0,2.0,17.0,1.0,36.0,0.2,0.0,1.7,0.0,2.337128440399135e-06,0.0,1.1685642201995675e-06,0.0,1.9865591743392646e-05,4.2068311927184424e-05,71312.58333333333,0.08333333333333333,0.04,0.0,0
1060832,2.0,21073.0,21.0,10536.5,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.5,4206.0,0.0,0.0,4.745408816969582e-05,0.1995918948417406,0.0003321786171878707,0.0,10536.5,1.0,0.0,2341.4444444444443,0
1060925,93.0,246426.0,50.0,24642.6,0.0,76.0,120.0,23.0,233.0,7.6,0.0,12.0,4980.0,0.0003084090152824783,0.0001257984141283793,9.333430725653949e-05,0.02020890652772029,0.00048696160307759736,0.0009455171126423348,2649.7419354838707,0.24731182795698925,1.52,5867.285714285715,0
1061189,35.0,245242.0,40.0,27249.11111111111,0.0,278.0,139.0,100.0,49.0,30.88888888888889,0.0,15.444444444444445,19198.0,0.0011335741838673636,6.931928462498267e-05,0.00045261415255135745,0.07828186036649513,0.0005667870919336818,0.0001998026439190677,7006.914285714286,2.857142857142857,6.95,22294.727272727272,0
1061370,50.0,205692.0,50.0,20569.2,0.0,26.0,253.0,76.0,71.0,2.6,0.0,25.3,10729.0,0.00012640258250199327,0.00028197499173521575,0.00040351593644867085,0.052160511833226376,0.0012299943605001652,0.0003451762829862124,4113.84,1.52,0.52,5876.914285714286,0
1061462,6.0,227328.0,50.0,75776.0,0.0,325.0,9.0,1.0,1.0,108.33333333333333,0.0,3.0,0.0,0.0014296523085585585,0.0,4.39893018018018e-06,0.0,3.9590371621621624e-05,4.39893018018018e-06,37888.0,0.16666666666666666,6.5,0.0,0
1061476,17.0,132135.0,43.0,13213.5,0.0,156.0,99.0,16.0,24.0,15.6,0.1,9.9,1528.0,0.0011806107390169146,3.784008778900367e-05,0.00011352026336701102,0.011563930828319522,0.0007492337382222727,0.0001816324213872176,7772.64705882353,0.9411764705882353,3.627906976744186,4719.107142857143,0
1061478,8.0,308559.0,50.0,77139.75,0.0,59.0,123.0,125.0,32.0,14.75,0.0,30.75,77503.0,0.00019121140527419392,9.722613827501385e-06,0.0006352107700634238,0.25117724649094664,0.0003986271669275568,0.00010370788082668145,38569.875,15.625,1.18,0.0,0
1061567,106.0,302848.0,50.0,30284.8,118.0,226.0,368.0,90.0,53.0,22.6,0.2,36.8,19709.0,0.000746248943364328,0.0003797284446322908,0.00019481720202874049,0.06507885143702452,0.0012151310228233306,0.0001750052831783601,2857.056603773585,0.8490566037735849,4.52,4265.4647887323945,0
1061848,24.0,72676.0,49.0,12112.666666666666,0.0,34.0,100.0,19.0,53.0,5.666666666666667,0.5,16.666666666666668,26309.0,0.0004678298200231163,9.63179041224063e-05,0.0002614343111893885,0.3620039627937696,0.0013759700588915184,0.0007292641312125048,3028.1666666666665,0.7916666666666666,0.6938775510204082,2076.457142857143,0
1062323,11.0,830180.0,50.0,83018.0,0.0,1606.0,24.0,2.0,32.0,160.6,0.0,2.4,146388.0,0.00193452022452962,0.0,3.6136741429569493e-06,0.17633284347972727,2.8909393143655594e-05,3.8545857524874125e-05,75470.90909090909,0.18181818181818182,32.12,860.2901554404145,0
1062467,14.0,825187.0,50.0,82518.7,0.0,2605.0,16.0,0.0,28.0,260.5,0.0,1.6,0.0,0.0031568602025965026,0.0,0.0,0.0,1.938954443053514e-05,3.3931702753436496e-05,58941.92857142857,0.0,52.1,0.0,0
1062650,71.0,175035.0,50.0,19448.333333333332,0.0,146.0,398.0,91.0,106.0,16.22222222222222,0.3333333333333333,44.22222222222222,19465.0,0.0008341188905076128,0.0004684777330248236,0.0003256491558831091,0.11120633016253892,0.0022738309480960952,0.0006055931670808695,2465.281690140845,1.2816901408450705,2.92,3125.625,0
1062837,4.0,57301.0,18.0,28650.5,0.0,121.0,41.0,12.0,4.0,60.5,0.0,20.5,8809.0,0.0021116559920420237,0.0,0.00017451702413570443,0.15373204656114203,0.0007155197989563882,6.980680965428177e-05,14325.25,3.0,6.722222222222222,1219.1702127659576,0
1062929,1.0,11535.0,24.0,11535.0,0.0,30.0,19.0,6.0,3.0,30.0,0.0,19.0,0.0,0.002600780234070221,0.0002600780234070221,0.0005201560468140442,0.0,0.00164716081491114,0.0002600780234070221,11535.0,6.0,1.25,1153.5,0
1062932,6.0,16067.0,41.0,8033.5,0.0,4.0,6.0,3.0,2.0,2.0,0.0,3.0,3078.0,0.0002489574905084957,0.00018671811788137176,0.00018671811788137176,0.19157278894628743,0.0003734362357627435,0.00012447874525424785,2677.8333333333335,0.5,0.0975609756097561,1147.642857142857,0
1062965,95.0,104259.0,36.0,10425.9,0.0,135.0,136.0,23.0,41.0,13.5,0.0,13.6,0.0,0.0012948522429718297,0.00022060445621001543,0.0001630554676334897,0.0,0.0013044437410679175,0.00039325142193959276,1097.463157894737,0.24210526315789474,3.75,1287.148148148148,0
1063154,82.0,294956.0,50.0,29495.6,0.0,115.0,403.0,125.0,112.0,11.5,0.2,40.3,37284.0,0.0003898886613596604,0.00044752437651717544,0.00023054286063006009,0.12640529434898765,0.0013663054828516796,0.0003797176528024519,3597.0243902439024,1.524390243902439,2.3,5462.148148148148,0
1063294,63.0,142374.0,50.0,15819.333333333334,0.0,219.0,261.0,114.0,6.0,24.333333333333332,0.0,29.0,3506.0,0.0015382021998398584,0.0006742804163681572,0.0005759478556478008,0.02462528270611207,0.0018331998820009271,4.214252602300982e-05,2259.904761904762,1.8095238095238095,4.38,808.9431818181819,0
1063348,33.0,176072.0,50.0,17607.2,0.0,88.0,210.0,92.0,43.0,8.8,0.1,21.0,9877.0,0.0004997955381889227,0.0006531418964968877,0.00017606433731655232,0.05609636966695443,0.0011926938979508383,0.00024421827434231453,5335.515151515152,2.787878787878788,1.76,3035.7241379310344,0
1063518,3.0,27413.0,19.0,13706.5,0.0,7.0,28.0,8.0,15.0,3.5,0.0,14.0,12147.0,0.00025535329952942036,0.0,0.0004012694706890891,0.4431109327691241,0.0010214131981176814,0.0005471856418487579,9137.666666666666,2.6666666666666665,0.3684210526315789,3426.625,0
1063543,32.0,54479.0,50.0,6809.875,0.0,186.0,144.0,58.0,5.0,23.25,0.0,18.0,358.0,0.003414159584427027,0.0014133886451660272,0.00029369114704748617,0.006571339415187503,0.0026432203234273755,9.177848345233943e-05,1702.46875,1.8125,3.72,2095.346153846154,0
1063785,5.0,37572.0,13.0,9393.0,0.0,145.0,19.0,5.0,1.0,36.25,0.0,4.75,0.0,0.0038592568934312788,0.0,0.0001330778239114234,0.0,0.0005056957308634089,2.661556478228468e-05,7514.4,1.0,11.153846153846153,507.72972972972974,0
1063807,27.0,89478.0,32.0,22369.5,0.0,165.0,97.0,25.0,38.0,41.25,0.0,24.25,19973.0,0.0018440286997921276,1.1175931513891683e-05,0.00030175015087507544,0.2232168801269586,0.0010840653568474933,0.00042468539752788393,3314.0,0.9259259259259259,5.15625,6391.285714285715,0
1064173,1.0,12713.0,31.0,12713.0,0.0,81.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.00637143081884685,0.0,0.0,0.0,0.0,0.0,12713.0,0.0,2.6129032258064515,0.0,1
1064285,76.0,706870.0,25.0,70687.0,0.0,0.0,7.0,3.0,509.0,0.0,0.0,0.7,49.0,0.0,0.0,4.244061850128029e-06,6.931967688542448e-05,9.902810983632069e-06,0.0007200758272383889,9300.921052631578,0.039473684210526314,0.0,2340.6291390728475,0
1064415,19.0,686651.0,50.0,68665.1,0.0,2.0,25.0,2.0,17.0,0.2,0.0,2.5,0.0,2.9126878137510906e-06,0.0,4.369031720626636e-06,0.0,3.640859767188863e-05,2.4757846416884268e-05,36139.52631578947,0.10526315789473684,0.04,395.99250288350635,0
1064445,49.0,24830.0,1.0,2483.0,0.0,1.0,0.0,0.0,69.0,0.1,0.0,0.0,50.0,4.027386226339106e-05,0.0,0.0,0.002013693113169553,0.0,0.0027788964961739833,506.734693877551,0.0,1.0,0.0,0
1064489,62.0,283436.0,50.0,28343.6,0.0,341.0,309.0,99.0,75.0,34.1,0.2,30.9,35702.0,0.0012030934673083165,0.00046218546691316557,0.00020815986677768527,0.12596141633384608,0.0010901932005814364,0.0002646100001411253,4571.548387096775,1.596774193548387,6.82,1343.2985781990521,0
1064640,16.0,87886.0,43.0,14647.666666666666,0.0,143.0,48.0,15.0,11.0,23.833333333333332,0.16666666666666666,8.0,7582.0,0.001627107844252782,0.00012516214186559862,0.00010240538879912615,0.08627085087499715,0.0005461620735953395,0.00012516214186559862,5492.875,0.9375,3.3255813953488373,2746.4375,0
1064671,222.0,568528.0,50.0,56852.8,83.0,1315.0,1093.0,409.0,465.0,131.5,0.9,109.3,60935.0,0.002312990741001323,0.0007580981059859849,0.00028494638786480175,0.10718029718852898,0.001922508653927335,0.0008179016688711902,2560.936936936937,1.8423423423423424,26.3,2339.6213991769546,0
1064679,3.0,201164.0,50.0,100582.0,0.0,8.0,11.0,8.0,14.0,4.0,0.0,5.5,0.0,3.9768547056133306e-05,0.0,4.4739615438149966e-05,0.0,5.468175220218329e-05,6.959495734823328e-05,67054.66666666667,2.6666666666666665,0.16,2453.2195121951218,0
1065000,2.0,10502.0,10.0,5251.0,0.0,7.0,9.0,2.0,3.0,3.5,0.0,4.5,746.0,0.0006665397067225291,0.0,0.00019043991620643687,0.07103408874500096,0.0008569796229289659,0.0002856598743096553,5251.0,1.0,0.7,403.9230769230769,0
1065019,212.0,487911.0,50.0,48791.1,235.0,83.0,703.0,216.0,141.0,8.3,0.0,70.3,34257.0,0.0001701129919186081,0.0005615778287433569,0.0001742121001576107,0.07021157547175612,0.0014408365460094157,0.00028898713084968367,2301.4669811320755,1.0188679245283019,1.66,2595.271276595745,0
1065497,22.0,164108.0,43.0,23444.0,0.0,115.0,161.0,21.0,19.0,16.428571428571427,0.0,23.0,34233.0,0.0007007580373900114,1.8280644453652472e-05,0.0001279645111755673,0.20860043386062838,0.0009810612523460161,0.00011577741487313232,7459.454545454545,0.9545454545454546,2.6744186046511627,1577.9615384615386,0
1065543,13.0,68712.0,50.0,17178.0,0.0,6.0,42.0,3.0,78.0,1.5,0.0,10.5,0.0,8.732099196646873e-05,0.0,5.821399464431249e-05,0.0,0.0006112469437652812,0.0011351728955640936,5285.538461538462,0.23076923076923078,0.12,4908.0,0
1065551,9.0,23650.0,46.0,4730.0,0.0,31.0,43.0,17.0,0.0,6.2,0.0,8.6,0.0,0.0013107822410147992,0.0005919661733615222,0.00033826638477801266,0.0,0.0018181818181818182,0.0,2627.777777777778,1.8888888888888888,0.6739130434782609,606.4102564102565,0
1065836,22.0,140472.0,41.0,23412.0,0.0,82.0,174.0,46.0,32.0,13.666666666666666,0.0,29.0,21274.0,0.0005837462270060937,7.830742069593941e-05,0.00034170510849137196,0.1514465516259468,0.0012386810182812233,0.00022780340566091464,6385.090909090909,2.090909090909091,2.0,4256.727272727273,0
1065839,111.0,324034.0,50.0,32403.4,0.0,158.0,448.0,90.0,71.0,15.8,0.5,44.8,46704.0,0.00048760315275557504,0.0005122919199837054,6.480801397384225e-05,0.14413302307782516,0.0013825709647753014,0.00021911280914965715,2919.225225225225,0.8108108108108109,3.16,2945.7636363636366,0
1065928,80.0,224287.0,50.0,24920.777777777777,0.0,175.0,388.0,155.0,24.0,19.444444444444443,0.0,43.111111111111114,20115.0,0.0007802503042976187,0.000864963194478503,0.0002898072558819727,0.089684199262552,0.001729926388957006,0.00010700575601795913,2803.5875,1.9375,3.5,1794.296,0
1066055,73.0,325258.0,46.0,32525.8,0.0,969.0,385.0,82.0,131.0,96.9,1.1,38.5,16075.0,0.0029791734561486574,0.00016602205018785088,0.00016602205018785088,0.0494223047549945,0.001183675728191159,0.0004027571958260827,4455.58904109589,1.1232876712328768,21.065217391304348,5913.781818181818,0
1066417,54.0,362537.0,37.0,40281.88888888889,0.0,155.0,131.0,98.0,77.0,17.22222222222222,0.0,14.555555555555555,9483.0,0.00042754256806891433,0.00019584207956705108,5.792512212546581e-05,0.02615733014837106,0.0003613424284969534,0.00021239211446004132,6713.648148148148,1.8148148148148149,4.1891891891891895,633.8059440559441,0
1066731,4.0,28689.0,14.0,9563.0,0.0,130.0,11.0,4.0,1.0,43.333333333333336,0.0,3.6666666666666665,3684.0,0.004531353480428039,0.0,0.00013942626093624733,0.1284115863222838,0.0003834222175746802,3.485656523406183e-05,7172.25,1.0,9.285714285714286,4781.5,0
1067290,2.0,59646.0,22.0,29823.0,0.0,30.0,59.0,11.0,0.0,15.0,0.0,29.5,0.0,0.0005029675082989639,1.6765583609965462e-05,0.00023471817053951648,0.0,0.0009891694329879624,0.0,29823.0,5.5,1.3636363636363635,509.79487179487177,0
1067499,2.0,12403.0,12.0,6201.5,0.0,15.0,8.0,6.0,0.0,7.5,0.0,4.0,0.0,0.0012093848262517133,0.0,0.0004031282754172378,0.0,0.0006450052406675804,0.0,6201.5,3.0,1.25,6201.5,0
1067643,117.0,509047.0,45.0,50904.7,0.0,665.0,553.0,98.0,119.0,66.5,0.0,55.3,133952.0,0.0013063626737806135,4.3218013267930075e-05,0.00020233888029985443,0.263142696057535,0.0010863436971438787,0.00023377016267653086,4350.82905982906,0.8376068376068376,14.777777777777779,15425.666666666666,0
1067721,35.0,187471.0,50.0,20830.11111111111,0.0,399.0,375.0,147.0,122.0,44.333333333333336,0.3333333333333333,41.666666666666664,827.0,0.0021283291815800843,0.0007734529607245921,0.0003947277178870332,0.0044113489553050875,0.00200030938118429,0.0006507673186786222,5356.314285714286,4.2,7.98,1122.5808383233532,0
1067855,8.0,30781.0,50.0,10260.333333333334,0.0,19.0,34.0,7.0,57.0,6.333333333333333,0.0,11.333333333333334,485.0,0.000617263896559566,0.0,0.00022741301452194535,0.0157564731490205,0.0011045774991065918,0.0018517916896786978,3847.625,0.875,0.38,7695.25,0
1067885,18.0,59391.0,10.0,6599.0,0.0,0.0,4.0,0.0,24.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,6.73502719267229e-05,0.0004041016315603374,3299.5,0.0,0.0,0.0,0
1068024,34.0,151353.0,50.0,25225.5,0.0,80.0,221.0,41.0,116.0,13.333333333333334,0.0,36.833333333333336,8883.0,0.000528565670981084,0.00012553434685800744,0.00023785455194148778,0.05869061069156211,0.0014601626660852443,0.0007664202229225718,4451.558823529412,1.2058823529411764,1.6,3439.840909090909,0
1068086,30.0,45007.0,50.0,6429.571428571428,0.0,17.0,70.0,11.0,13.0,2.4285714285714284,0.0,10.0,3158.0,0.0003777190214855467,0.0002221876596973804,2.2218765969738042e-05,0.07016686293243274,0.001555313617881663,0.00028884395760659455,1500.2333333333333,0.36666666666666664,0.34,5625.875,0
1068161,181.0,310024.0,50.0,31002.4,0.0,163.0,417.0,117.0,170.0,16.3,0.2,41.7,14979.0,0.0005257657471679612,0.0003806156942688308,0.00019998451732769075,0.04831561427502387,0.0013450571568652749,0.0005483446442856037,1712.8397790055249,0.6464088397790055,3.26,1649.063829787234,0
1068598,35.0,108326.0,50.0,10832.6,0.0,116.0,170.0,94.0,20.0,11.6,0.0,17.0,19657.0,0.0010708417185163303,0.0010339161420157672,0.0003969499473810535,0.1814615143178923,0.0015693370012739324,0.00018462788250281557,3095.0285714285715,2.6857142857142855,2.32,6770.375,0
1068861,21.0,59561.0,50.0,19853.666666666668,0.0,95.0,68.0,19.0,62.0,31.666666666666668,0.3333333333333333,22.666666666666668,81.0,0.0015950034418495324,0.00016789509914205605,0.00020147411897046726,0.001359950303050654,0.0011416866741659811,0.0010409496146807475,2836.2380952380954,0.9047619047619048,1.9,1123.7924528301887,0
1069209,2.0,12658.0,42.0,12658.0,0.0,8.0,26.0,14.0,17.0,8.0,0.0,26.0,0.0,0.0006320113762047717,0.0,0.0009480170643071576,0.0,0.002054036972665508,0.00134302417443514,6329.0,7.0,0.19047619047619047,0.0,0
1069413,9.0,24836.0,13.0,4967.2,0.0,26.0,24.0,4.0,0.0,5.2,0.0,4.8,0.0,0.0010468674504751168,0.0,0.00016105653084232566,0.0,0.0009663391850539539,0.0,2759.5555555555557,0.4444444444444444,2.0,388.0625,0
1069963,5.0,10526.0,10.0,3508.6666666666665,0.0,5.0,10.0,1.0,0.0,1.6666666666666667,0.0,3.3333333333333335,0.0,0.0004750142504275128,0.0,0.00019000570017100514,0.0,0.0009500285008550256,0.0,2105.2,0.2,0.5,1315.75,0
1070227,3.0,22964.0,30.0,11482.0,0.0,0.0,5.0,3.0,8.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.000217732102421181,0.00034837136387388956,7654.666666666667,1.0,0.0,22964.0,0
1070366,4.0,15134.0,38.0,15134.0,0.0,16.0,13.0,0.0,2.0,16.0,0.0,13.0,0.0,0.0010572221488040175,0.0,0.0,0.0,0.0008589929959032642,0.0001321527686005022,3783.5,0.0,0.42105263157894735,0.0,0
1070411,52.0,131925.0,50.0,18846.428571428572,0.0,82.0,209.0,73.0,18.0,11.714285714285714,0.0,29.857142857142858,15067.0,0.0006215652833049081,0.0006973659276103847,0.00028804244836081106,0.11420883077506158,0.0015842334659844609,0.00013644115974985788,2537.019230769231,1.4038461538461537,1.64,1969.0298507462687,0
1070853,8.0,38075.0,50.0,12691.666666666666,0.0,4.0,55.0,13.0,8.0,1.3333333333333333,0.0,18.333333333333332,8836.0,0.00010505581089954038,0.0003676953381483913,0.00010505581089954038,0.2320682862770847,0.0014445173998686802,0.00021011162179908075,4759.375,1.625,0.08,9518.75,0
1071190,20.0,78857.0,10.0,8761.888888888889,0.0,0.0,7.0,0.0,144.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,8.876827675412456e-05,0.0018260902646562765,3942.85,0.0,0.0,0.0,0
1071584,224.0,373600.0,50.0,37360.0,0.0,228.0,555.0,185.0,83.0,22.8,0.0,55.5,20458.0,0.0006102783725910065,0.000762847965738758,0.0001177730192719486,0.054759100642398285,0.0014855460385438972,0.0002221627408993576,1667.857142857143,0.8258928571428571,4.56,3427.5229357798166,0
1071609,7.0,60415.0,20.0,12083.0,0.0,170.0,34.0,21.0,8.0,34.0,0.0,6.8,10577.0,0.002813870727468344,0.0,0.00038070015724571714,0.17507241579078042,0.0005627741454936688,0.0001324174459985103,8630.714285714286,3.0,8.5,1139.9056603773586,0
1071762,26.0,20048.0,10.0,2864.0,0.0,0.0,8.0,0.0,366.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0003990422984836393,0.018256185155626495,771.0769230769231,0.0,0.0,0.0,0
1071872,91.0,247582.0,50.0,27509.11111111111,0.0,247.0,320.0,61.0,102.0,27.444444444444443,0.0,35.55555555555556,10477.0,0.0009976492636782964,4.442972429336543e-05,0.0002867736749844496,0.04231729285650815,0.0012925010703524488,0.00041198471617484307,2720.6813186813188,0.6703296703296703,4.94,2098.1525423728813,0
1072100,8.0,30669.0,50.0,6133.8,171.0,18.0,40.0,15.0,16.0,3.6,0.0,8.0,380.0,0.0005869118654015455,0.0006521242948906062,3.260621474453031e-05,0.012390361602921517,0.0013042485897812124,0.000521699435912485,3833.625,1.875,0.36,10223.0,0
1072208,6.0,44001.0,21.0,14667.0,0.0,191.0,19.0,9.0,0.0,63.666666666666664,0.0,6.333333333333333,576.0,0.004340810436126451,0.0,0.0002727210745210336,0.013090611577009614,0.00043180836799163656,0.0,7333.5,1.5,9.095238095238095,2200.05,0
1072434,6.0,19620.0,11.0,6540.0,0.0,27.0,17.0,2.0,4.0,9.0,0.0,5.666666666666667,0.0,0.0013761467889908258,0.0,0.00010193679918450561,0.0,0.0008664627930682977,0.00020387359836901122,3270.0,0.3333333333333333,2.4545454545454546,306.5625,0
1072594,27.0,56159.0,50.0,11231.8,0.0,0.0,16.0,0.0,209.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0002849053580013889,0.0037215762388931426,2079.962962962963,0.0,0.0,0.0,0
1072937,37.0,161818.0,45.0,17979.777777777777,0.0,9.0,400.0,241.0,84.0,1.0,0.0,44.44444444444444,46501.0,5.5618040020269686e-05,6.797760446921851e-05,0.0003213486756726693,0.2873660532202845,0.0024719128897897637,0.0005191017068558504,4373.459459459459,6.513513513513513,0.2,4149.179487179487,0
1073149,8.0,342279.0,37.0,114093.0,0.0,95.0,369.0,342.0,4.0,31.666666666666668,0.0,123.0,0.0,0.00027755135430452936,0.0002687865746949126,1.752955921923343e-05,0.0,0.0010780678919828561,1.1686372812822288e-05,42784.875,42.75,2.5675675675675675,0.0,1
1073216,16.0,60365.0,50.0,8623.57142857143,0.0,7.0,58.0,11.0,19.0,1.0,0.0,8.285714285714286,0.0,0.00011596123581545597,0.00016565890830779425,8.282945415389712e-05,0.0,0.0009608216681852066,0.00031475192578480905,3772.8125,0.6875,0.14,20121.666666666668,0
1073305,15.0,180151.0,42.0,60050.333333333336,0.0,59.0,135.0,120.0,9.0,19.666666666666668,0.0,45.0,0.0,0.000327503039117185,0.0003108503422129214,2.775449484043941e-05,0.0,0.000749371360691864,4.9958090712790935e-05,12010.066666666668,8.0,1.4047619047619047,180151.0,1
1073357,8.0,20452.0,50.0,4090.4,0.0,6.0,26.0,4.0,9.0,1.2,0.0,5.2,1113.0,0.0002933698415802855,9.778994719342852e-05,0.00044005476237042834,0.05442010561314297,0.0012712693135145706,0.00044005476237042834,2556.5,0.5,0.12,6817.333333333333,0
1073440,5.0,33875.0,28.0,16937.5,0.0,7.0,7.0,0.0,2.0,3.5,0.5,3.5,271.0,0.0002066420664206642,0.0,0.0,0.008,0.0002066420664206642,5.904059040590406e-05,6775.0,0.0,0.25,307.95454545454544,1
1073621,35.0,118983.0,45.0,19830.5,0.0,94.0,113.0,52.0,143.0,15.666666666666666,0.16666666666666666,18.833333333333332,18249.0,0.0007900288276476472,0.0002437322978912954,0.000386609851827572,0.15337485186959482,0.0009497155055764269,0.0012018523654639738,3399.5142857142855,1.4857142857142858,2.088888888888889,1352.0795454545455,0
1074477,106.0,248785.0,50.0,24878.5,0.0,470.0,305.0,92.0,32.0,47.0,0.0,30.5,15893.0,0.0018891814217095082,0.000450187913258436,0.00018489860723114337,0.06388246879836003,0.0012259581566412766,0.00012862511807383887,2347.0283018867926,0.8679245283018868,9.4,935.281954887218,0
1074752,11.0,777207.0,46.0,77720.7,0.0,4199.0,1079.0,1023.0,54.0,419.9,0.0,107.9,0.0,0.005402679080347964,0.00013895911899918556,9.907270521238228e-05,0.0,0.0013883045314826037,6.947955949959278e-05,70655.18181818182,93.0,91.28260869565217,0.0,0
1074949,60.0,262709.0,50.0,29189.88888888889,0.0,142.0,370.0,134.0,87.0,15.777777777777779,0.0,41.111111111111114,28811.0,0.0005405220224659223,0.0008488479648584555,0.0001865181626819028,0.10966887316384288,0.0014084024529041638,0.00033116490108827637,4378.483333333334,2.2333333333333334,2.84,4691.232142857143,0
1075115,13.0,101292.0,22.0,12661.5,0.0,41.0,73.0,15.0,2.0,5.125,0.0,9.125,39305.0,0.00040477036686016664,0.0,0.0001382142716107886,0.38803656754728905,0.0007206887019705407,1.9744895944398372e-05,7791.692307692308,1.1538461538461537,1.8636363636363635,993.0588235294117,0
1075121,2.0,18104.0,50.0,9052.0,0.0,7.0,20.0,4.0,0.0,3.5,0.0,10.0,0.0,0.0003866548828988069,0.0001104728236853734,0.0002209456473707468,0.0,0.001104728236853734,0.0,9052.0,2.0,0.14,6034.666666666667,0
1075418,237.0,572854.0,47.0,57285.4,0.0,1638.0,658.0,173.0,101.0,163.8,0.7,65.8,23802.0,0.0028593673082495715,9.077356534125624e-05,0.000303742314795742,0.04154985388947271,0.0011486347306643577,0.00017631019422051692,2417.1054852320676,0.729957805907173,34.851063829787236,3450.9277108433735,0
1075689,24.0,238923.0,50.0,26547.0,0.0,68.0,246.0,74.0,104.0,7.555555555555555,0.0,27.333333333333332,4414.0,0.0002846105230555451,0.0003432068072140397,0.00019671609681780322,0.01847457130539965,0.001029620421642119,0.00043528668232024545,9955.125,3.0833333333333335,1.36,1582.271523178808,0
1075714,2.0,15062.0,26.0,7531.0,0.0,21.0,26.0,8.0,8.0,10.5,0.0,13.0,7059.0,0.001394237153100518,0.0005975302084716505,0.0001327844907714779,0.46866286017793124,0.0017261983800292125,0.0005311379630859116,7531.0,4.0,0.8076923076923077,519.3793103448276,0
1075834,6.0,210840.0,40.0,70280.0,0.0,17.0,177.0,11.0,0.0,5.666666666666667,0.0,59.0,0.0,8.062986150635553e-05,2.3714665148928097e-05,2.8457598178713718e-05,0.0,0.0008394991462720546,0.0,35140.0,1.8333333333333333,0.425,0.0,0
1076198,12.0,55115.0,31.0,7873.571428571428,0.0,257.0,42.0,14.0,18.0,36.714285714285715,0.0,6.0,5690.0,0.0046629774108681845,1.8143880976140795e-05,0.00030844597659439353,0.10323868275424113,0.0007620430009979135,0.00032658985757053435,4592.916666666667,1.1666666666666667,8.290322580645162,7873.571428571428,0
1076205,15.0,323438.0,46.0,80859.5,0.0,1482.0,54.0,98.0,22.0,370.5,0.0,13.5,0.0,0.0045820219021883634,5.25603052207842e-05,0.0003370043099450281,0.0,0.00016695626364249098,6.801921852101484e-05,21562.533333333333,6.533333333333333,32.21739130434783,0.0,1
1076304,17.0,158411.0,37.0,17601.222222222223,0.0,85.0,186.0,45.0,75.0,9.444444444444445,0.5555555555555556,20.666666666666668,19414.0,0.0005365788991926066,8.206500811181041e-05,0.0002651331031304644,0.12255462057559134,0.0011741608852920567,0.00047345196987582934,9318.29411764706,2.6470588235294117,2.2972972972972974,1466.7685185185185,0
1076564,16.0,74120.0,38.0,12353.333333333334,0.0,283.0,64.0,37.0,3.0,47.166666666666664,0.16666666666666666,10.666666666666666,7921.0,0.003818132757690232,9.444144630329196e-05,0.0005126821370750135,0.10686724230976795,0.0008634646519158122,4.04749055585537e-05,4632.5,2.3125,7.447368421052632,6176.666666666667,0
1076639,17.0,67145.0,50.0,11190.833333333334,0.0,60.0,86.0,33.0,23.0,10.0,0.0,14.333333333333334,41790.0,0.0008935885024946012,0.0002233971256236503,0.0006106188100379775,0.6223843919874897,0.0012808101869089285,0.00034254225928959716,3949.705882352941,1.9411764705882353,1.2,13429.0,0
1076686,91.0,463498.0,50.0,46349.8,0.0,245.0,431.0,118.0,117.0,24.5,0.2,43.1,51139.0,0.0005285891201256532,0.0001337654099909816,0.0002373257274033545,0.11033273066981951,0.0009298853500985981,0.0002524282736926589,5093.384615384615,1.2967032967032968,4.9,2176.0469483568077,0
1076805,100.0,177962.0,50.0,17796.2,0.0,75.0,168.0,20.0,44.0,7.5,0.0,16.8,4649.0,0.00042143828457760643,0.0001404794281925355,4.4953417021611357e-05,0.0261235544666839,0.0009440217574538384,0.00024724379361886243,1779.62,0.2,1.5,4943.388888888889,0
1076842,8.0,313043.0,22.0,78260.75,0.0,60.0,164.0,159.0,36.0,15.0,0.0,41.0,0.0,0.0001916669594911881,0.0,0.0005079174426516485,0.0,0.0005238896892759142,0.00011500017569471286,39130.375,19.875,2.727272727272727,0.0,1
1076844,8.0,48538.0,22.0,24269.0,0.0,236.0,54.0,9.0,27.0,118.0,0.0,27.0,962.0,0.0048621698463059875,0.0,0.00018542173142692325,0.019819522848077795,0.0011125303885615393,0.0005562651942807697,6067.25,1.125,10.727272727272727,951.7254901960785,0
